metal,ligand,count,mean,std,min,max
Hg,Br,230,2.5259418942228575,0.0660685773668478,2.3913912069977177,2.954076007460539
Hg,C,321,2.1461540584672476,0.25481613035653733,2.010325042113837,4.369562121689884
Hg,Cl,480,2.392860428342571,0.07303511137039784,2.2633802357290747,2.8354952849641633
Hg,I,222,2.7275679386068217,0.07384496135740357,2.633887413554725,3.1001621472369796
Hg,N,663,2.50927668241322,0.20957504519396675,2.0109128379037218,3.9647614651729053
Hg,O,123,2.4257212280922404,0.3801729625016118,2.0135403156284206,4.954452262736013
Hg,P,59,2.701075127840309,0.1390559436691748,2.4600375230733778,2.9805654226720137
Hg,S,562,2.6338539161987597,0.20434375714784409,2.3574108681129387,3.1668420247959954
Hg,Se,56,2.7249313188019224,0.18165958883448638,2.50588046180599,3.260245925261467
Hg,Si,1,2.4402491379301825,,2.4402491379301825,2.4402491379301825
Ir,As,9,2.450947886795431,0.06573927535642976,2.367136243559082,2.5691965658557536
Ir,B,210,2.2057649236652814,0.0950150000466075,1.9812478660367057,2.541488585844524
Ir,Br,83,2.5721517680826844,0.05718314416789784,2.467961146089014,2.7490063787772487
Ir,C,10595,2.199423616647273,0.2496968227812217,1.8077597014274325,4.956696704728765
Ir,Cl,1224,2.4313465900482853,0.05652285112025663,2.300430891736807,3.21540225805186
Ir,F,15,2.3901811657620686,0.41947947853791406,2.0170713536102287,2.9389133394470823
Ir,H,436,1.625838009992965,0.0810832678647584,1.538253298022468,2.083537230813503
Ir,I,164,2.762724537534771,0.048498578262383386,2.6690878358888828,2.9416630258868874
Ir,N,3740,2.141251012960698,0.19858947865545626,1.6791513686234485,4.023585474298514
Ir,O,1496,2.4725699337868847,0.4469919048610355,1.8026125891610765,3.826291522669176
Ir,P,1472,2.3407253086285063,0.054809160215315164,2.163857311224102,2.949069607972487
Ir,S,368,2.4448391404149348,0.20741988838314876,2.228583441884777,3.6450520024342588
Ir,Se,50,2.5409721768944578,0.21195093934653794,2.3896748277426787,3.9659006101262797
Ir,Si,55,2.3606699340300534,0.064696677693177,2.24634265491376,2.508505273493759
La,B,7,2.8678984579078586,0.18354924173823806,2.68611927844651,3.1288928134102005
La,Br,10,2.9286174944457546,0.03815123087093216,2.862663314375618,2.976015084710593
La,C,366,2.8927452978896793,0.1660292119446077,2.4560502586345825,3.7424630034117903
La,Cl,22,2.821868442033097,0.15049814161744524,2.7209823424265362,3.429020161566129
La,H,9,2.513856012983413,0.02926443349279863,2.465062332575994,2.543796631373074
La,I,26,3.166986917880962,0.060872460809127095,3.0898291153021717,3.3219038420866434
La,N,257,2.742743283215027,0.12272752498006294,2.3583533747258913,3.0759461561597594
La,O,497,2.624654197545535,0.10502015865418232,2.216759393340197,3.215918871371447
La,P,2,3.173987529755609,0.005340286862632353,3.1702113767015603,3.177763682809658
La,S,13,3.1099030359090665,0.19210390942565173,2.9611191097010936,3.7059026295984894
La,Se,4,3.151228003455017,0.0482994514276228,3.1035906088975396,3.1929236969553467
Mn,As,1,2.266992825894471,,2.266992825894471,2.266992825894471
Mn,B,80,2.323864003041309,0.25904913734983975,1.9525530837949068,3.8747538626676663
Mn,Br,131,2.530618378336453,0.03687089981785205,2.3244675939074737,2.625626397244284
Mn,C,5319,1.9932437567213883,0.26476396412322517,1.6710424913104394,4.7757601368130915
Mn,Cl,55,2.270548268675423,0.08583965827819656,2.171006584498076,2.441567035427862
Mn,F,14,1.876789650147373,0.2616481757489533,1.753243421719015,2.7588740899687685
Mn,H,65,1.666361580823505,0.08681083000916161,1.541008122307926,1.8404437602912511
Mn,I,6,2.703318061978939,0.08304530935530588,2.5562697552463045,2.763439875852015
Mn,N,1087,2.0727619482680772,0.333319442958162,1.4939237819678084,6.107791759526679
Mn,O,3118,2.836116721576934,0.34803254812528206,1.5413565759609293,6.730562546955789
Mn,P,397,2.276127041093195,0.07986123707972519,2.065068145756696,3.2668459690064977
Mn,S,145,2.5150511087488194,0.5394797978968352,2.106829945783238,4.65723204528763
Mn,Se,25,2.6660858759727573,0.44241052704677786,2.431457223093592,4.1274165142711245
Mn,Si,20,2.386789658189045,0.08786479653974975,2.187498104243521,2.53525153235039
Mo,As,27,2.6915122071988207,0.370119115249236,2.2611867830378363,4.47850410485834
Mo,B,158,2.461873236448981,0.17794108621375118,2.0262631744543946,3.4652872693006276
Mo,Br,94,2.6023082842236525,0.05916401655697374,2.455217285505501,2.7849092151440056
Mo,C,10424,2.2823778937185586,0.39525792131127946,1.734993893105967,7.826011223775941
Mo,Cl,388,2.4299763897645374,0.08459625540437239,2.2987062807688154,3.4841573244130353
Mo,F,27,2.005371870452655,0.311791016630156,1.8557625467287027,3.4205100835672155
Mo,H,145,1.8015742382317688,0.13653414704006814,1.6732259400394796,2.2375760351000364
Mo,I,93,2.8474741234244485,0.06373983381595465,2.6772739161499706,2.978211287718519
Mo,N,3122,2.2612415333315066,0.3310402970596296,1.6446341649585783,5.032355651811684
Mo,O,6826,2.5936361472256975,0.6326813153572971,1.6637167735146505,4.2724985829799875
Mo,P,1293,2.4872320159714603,0.10338000341891408,2.110190155539543,4.192498760793973
Mo,S,956,2.517611173968915,0.2732985088871767,2.1390931399698334,5.1867562316918265
Mo,Se,42,2.8038091558914386,0.4876803140944871,2.398846727276672,4.067309694275321
Mo,Si,52,2.5591977014732086,0.08753482708612659,2.3086587694167795,2.8384325740439915
Nb,As,1,2.7346436747163243,,2.7346436747163243,2.7346436747163243
Nb,B,12,2.5328135055116756,0.08176591666007337,2.385316000658194,2.6192572338983817
Nb,Br,7,2.6316589893443556,0.04317067942541443,2.5884799572430532,2.7153129711372133
Nb,C,1357,2.5014766967958377,0.41365356223364425,1.8455340153402755,4.5141130143488875
Nb,Cl,358,2.405581294832607,0.056705661281440375,2.2796846427242956,2.645220280324684
Nb,F,45,1.912657363209799,0.020171836955657912,1.870051475619054,1.959146636083425
Nb,H,24,1.8831686502450113,0.22632927518956392,1.7178421781100846,2.4382419218678857
Nb,I,1,2.8224477500152236,,2.8224477500152236,2.8224477500152236
Nb,N,355,2.2111155050014593,0.37601610505305383,1.7502108008025776,4.32389552445616
Nb,O,260,2.2931501646250485,0.5084565221551801,1.7060606757894043,3.8962619390695488
Nb,P,80,2.6242435169287224,0.12313293784807337,2.4563853822509203,3.5167581318023564
Nb,S,121,2.585349856334124,0.2298064338344746,2.1562864541396163,3.6793031690461446
Nb,Se,1,2.8838636828080135,,2.8838636828080135,2.8838636828080135
Nb,Si,11,2.643079418377769,0.08695723530977192,2.5292416232944213,2.878677066505724
Ni,As,17,2.4129612552446766,0.2040530536284621,2.250107301802516,3.103639587597761
Ni,B,155,2.140645712984956,0.20271396708206665,1.8892150021789471,4.186762800673332
Ni,Br,617,2.3596511835159037,0.061184721286253047,2.237126899769434,3.0673749508922117
Ni,C,3914,2.082037619972111,0.3248511298993427,1.7104483712775431,6.1813360753248965
Ni,Cl,828,2.230374652864567,0.0501669327369345,2.1199423068897416,2.574177300524189
Ni,F,31,1.8852819305145325,0.061277217213604664,1.823055159011378,2.0735030351234114
Ni,H,53,1.57412788789314,0.13314000572021842,1.4506726079474306,2.1231958727392533
Ni,I,127,2.5628525079200344,0.060861090098338684,2.487405093905293,2.8248801632842766
Ni,N,9249,1.956624085554541,0.23956589081650506,1.6181479754067611,4.341766705663606
Ni,O,3703,2.0265866727920905,0.388700283625158,1.7680348078623906,6.505791196183136
Ni,P,2674,2.1739179164536346,0.0750918043146605,2.0482575688755555,3.9174310183492707
Ni,S,2341,2.250150770111979,0.25867085445819504,2.0633692089543745,4.52176180250884
Ni,Se,65,2.3370211825415743,0.043562733840435554,2.265633010791024,2.450231156770928
Ni,Si,30,2.26830572868798,0.09232625062613999,2.172256987273145,2.5771079429348704
Os,As,5,2.45559034563201,0.0315069893964801,2.4258143309128175,2.501459722870228
Os,B,36,2.3313607415237376,0.18683841050765673,2.028793459235809,2.9980921444133437
Os,Br,44,2.561310438415238,0.04421766225616509,2.443965694661241,2.634789982192319
Os,C,1814,2.37775688460772,0.4772067392908692,1.7333828988708755,5.73988815953595
Os,Cl,326,2.4282562123910703,0.054701215131894784,2.32289786462298,2.8090466740930102
Os,F,8,2.0448590620895457,0.01415872518020702,2.0170290004070344,2.057289187148953
Os,H,189,1.648011444858471,0.05905071194791302,1.5884785259602976,2.090036280860454
Os,I,30,2.77710660839701,0.05216180424269262,2.6669637599309444,2.9217108966928946
Os,N,824,2.130695303560653,0.2710403055670722,1.6419331321981414,3.197297269370804
Os,O,531,2.496270825618845,0.5869343214284499,1.6879012044503672,4.082637888317797
Os,P,436,2.3951898569568026,0.16841887234695196,2.2637310036636418,4.28165707391087
Os,S,180,2.4121735911957094,0.2914278475332927,2.19295440892874,3.9758708566368197
Os,Se,5,2.7403055917845984,0.3951976884975775,2.5170836279678914,3.4435135403105357
Os,Si,4,2.501157090300455,0.17806435726823058,2.2829212762219813,2.6464983335940344
Pd,As,104,2.4085319505633316,0.07490450710179233,2.3182528512677387,2.7274174795997035
Pd,B,73,2.239704400119413,0.10263718897313874,1.99969965486545,2.6422753355320485
Pd,Br,784,2.489568727217575,0.04855862707400507,2.4082974950271407,3.310228952992527
Pd,C,5770,2.1310705418157725,0.2790125892082987,1.8402525395360823,4.312533935710651
Pd,Cl,4729,2.3429249628670026,0.038082568067383325,2.270659665276811,3.1642852233863183
Pd,F,26,2.0423033003012034,0.0776173675390094,1.942379295273969,2.2258739922666333
Pd,H,11,1.7536556836893136,0.20895883954688815,1.529024053694382,2.134501105610864
Pd,I,668,2.6672629428496943,0.04043131736205057,2.5813557349768743,3.1186567254523223
Pd,N,8294,2.1213851213526613,0.22337135392401986,1.8571578031287488,4.0644866608430394
Pd,O,2329,2.169527828655937,0.31105351002523374,1.9514338822176374,4.018887062638486
Pd,P,3360,2.2849170705432726,0.04957743015474747,2.1427087341815736,3.081097337358559
Pd,S,1546,2.3524994436358138,0.11887772054529763,2.2115763215776663,4.5416403676261075
Pd,Se,123,2.4460879826213406,0.067103741525658,2.36961617314598,2.923620023588052
Pd,Si,29,2.3951071584837007,0.13942830066853865,2.276362997691493,3.0890186205049006
Pt,As,78,2.3996770367909663,0.058103413872814,2.301011663987821,2.712283414275507
Pt,B,203,2.2766379459924004,0.1253137841756553,1.9713401518015607,2.9021404847465604
Pt,Br,509,2.520758695340148,0.05113804714651052,2.4258113233250436,2.7175282588692613
Pt,C,6080,2.2390907845867942,0.380111563100239,1.8259706597256706,4.072979775037559
Pt,Cl,3721,2.364805749824012,0.0768093466634522,2.2820332970863944,3.651395125325387
Pt,F,18,2.054250736600407,0.038894143256621966,1.9931600343903648,2.1127770159269055
Pt,H,68,1.702944186885841,0.18587199067682492,1.532875413631845,2.2296020931738023
Pt,I,593,2.7117036354856063,0.14125847368192232,2.6001612821217455,5.76520489404852
Pt,N,6731,2.148590849499642,0.2717532095809767,1.814285370500187,4.006815625112541
Pt,O,2125,2.34080996057032,0.4754419718398773,1.961177823443351,3.9974771854771105
Pt,P,2816,2.3037220039198427,0.06627827449263188,2.1258181701636665,3.345826994252243
Pt,S,1379,2.3588048888657354,0.1516109539853222,2.195412284674339,3.4872432158852926
Pt,Se,135,2.4961410545364466,0.13908634793554475,2.369087381066811,3.678792004124588
Pt,Si,59,2.3796805838997517,0.053178325880401556,2.2568648480830658,2.4971858681784185
Re,As,20,2.574971207476699,0.03333618535766847,2.5167918263100346,2.62510467838694
Re,B,64,2.4559908355940276,0.1692337994588071,2.286452145404972,2.9596512074089065
Re,Br,445,2.614913805663292,0.10008594106476067,2.469881450232582,4.2723567585432285
Re,C,6947,2.1475113112429765,0.4263069331023964,1.7450252291030064,4.98089236125265
Re,Cl,999,2.4280059948374704,0.06592799906612887,2.3004027968114626,2.9838262083067106
Re,F,1,2.2147093245311,,2.2147093245311,2.2147093245311
Re,H,82,1.8001573485356406,0.23908097290862845,1.6532160025205418,3.5093969368466995
Re,I,58,2.792544650145869,0.06231764278582986,2.701112540480311,2.8916400313491653
Re,N,4030,2.2042390679921833,0.221749704755144,1.6594803650543746,4.354857357852953
Re,O,6471,2.7505646072989527,0.5537991450344714,1.6768750367364889,4.194386737831646
Re,P,944,2.456871312442957,0.056958811815278856,2.2402988713484193,2.898886406686885
Re,S,948,2.4427576834802833,0.2987433392859675,2.1192981456553013,4.782480360098827
Re,Se,28,2.777131260851814,0.523988946198902,2.388576026105303,4.038237592726931
Re,Si,2,2.6066295409235067,0.10366295433670912,2.5333287629541883,2.679930318892825
Rh,As,21,2.408371913202416,0.03190187380107868,2.350264458529295,2.462256688778406
Rh,B,384,2.2189103956877267,0.10647994654148987,1.9356030025421018,2.875926371380881
Rh,Br,97,2.546899077438136,0.11983902544692879,2.446109426868308,3.602440959500239
Rh,C,9316,2.1789477167621,0.22735424282444627,1.7361540004844038,4.8990421328596465
Rh,Cl,1559,2.396422116236438,0.055629021979029226,2.3040551443691624,3.2767368176405314
Rh,F,20,2.3602775334607644,0.34986989685877296,2.0056097807684328,3.007515001370234
Rh,H,133,1.6501120587892633,0.1405774328967101,1.5148074001132952,1.992461703136349
Rh,I,234,2.7267518708388283,0.0441284304767493,2.631921167076438,2.893335105796423
Rh,N,2540,2.163117483154139,0.26067052687153214,1.7830025955589632,4.0167186886293145
Rh,O,1502,2.585227155436635,0.45538633240015086,1.7986550794916183,3.7171181650414344
Rh,P,1769,2.305172440490595,0.07907188465036842,2.104159866440523,3.7144191339613246
Rh,S,468,2.4105724708835137,0.21661249101299035,2.1775953053698935,3.8479344583395645
Rh,Se,34,2.488918202940499,0.049097400823600215,2.3702174847346815,2.603649263857557
Rh,Si,32,2.3377184099216692,0.05772022057936939,2.226265949177681,2.4347823280728815
Ru,As,60,2.4451959335335487,0.033679328169700214,2.3981758354328404,2.543934269228669
Ru,B,446,2.292515791969969,0.1839665834839055,1.9006977006894075,3.461004882576446
Ru,Br,157,2.5614678846476644,0.0363549126017777,2.445229889549242,2.6985514548412817
Ru,C,22177,2.262072677267522,0.32652151603200935,1.6824163095247857,6.432870616273035
Ru,Cl,4218,2.4094341794471505,0.043638506732825585,2.2992119684172225,3.67441042579051
Ru,F,14,2.1385063602500183,0.2565241115025243,1.913119159506276,2.9449621592723396
Ru,H,399,1.6502034369312226,0.08084382739996807,1.547456711816198,1.9696976511299902
Ru,I,170,2.757749006535595,0.14741296685498795,2.644150249533865,4.588448064298647
Ru,N,7501,2.1265621363893565,0.2530479482725268,1.6062162088741352,5.391231730929306
Ru,O,4229,2.641900614291782,0.5055379461158356,1.6731432553783316,6.722337286696347
Ru,P,3073,2.320711954494059,0.07031432616263338,2.0940847212815914,4.257667970660112
Ru,S,1564,2.363995476489506,0.12638876049537207,2.1653390370687915,3.8344763439876637
Ru,Se,49,2.5502520927546,0.2872865085974472,2.273862096309713,3.756128373724998
Ru,Si,100,2.4047951430132306,0.07555680827244612,2.236468678712492,2.6096767849687823
Sc,B,10,2.640049292543167,0.06751338339192942,2.558729871130206,2.7480998140535218
Sc,Br,8,2.586066399407228,0.031223687840417794,2.523034033168003,2.6137430577845633
Sc,C,591,2.4650798507193676,0.1683010418540907,2.1788266235359344,3.914918933816638
Sc,Cl,62,2.3973503891371277,0.08807918779385283,2.3293828582038634,3.0340509242347933
Sc,F,5,2.059908646318846,0.23296193303643925,1.8850309458186623,2.3214246589663428
Sc,H,10,2.261078041044182,0.24315967928206972,1.9825758239671438,2.9004077579624905
Sc,I,7,2.8066741868386993,0.06217250301549651,2.7330330800182425,2.936059000464058
Sc,N,224,2.3200630157971927,0.18019531929333654,2.0139525583593074,3.173561931644788
Sc,O,198,2.208599887714798,0.10601766245403786,1.9340258861041648,2.6344867256406888
Sc,P,12,2.8010866901532125,0.09275814243320654,2.6788747075617403,2.969432260275186
Sc,S,5,3.751793242054659,1.1304008267919765,2.629108119010133,4.895841562986898
Sc,Si,6,2.9457932001152742,0.10763488224612057,2.85666392500518,3.118583692742108
Ta,B,60,2.535048001006801,0.26433677956959545,2.274321161657254,3.7832381552671253
Ta,Br,29,2.545597885100608,0.058285667760211095,2.433840268538591,2.7009866214759377
Ta,C,1543,2.518755410530296,0.41064414304217517,1.8981893250590154,5.063501178732459
Ta,Cl,530,2.402018956817349,0.044952174497312945,2.2920870049659983,2.603674703915602
Ta,F,31,1.9593804806446427,0.1374716820952405,1.896563056320828,2.4710433465249046
Ta,H,39,2.1096094904188507,0.2952042087887289,1.7406350296182138,2.6980664817194553
Ta,I,7,2.8751880981073357,0.10909966579421736,2.7615405044398678,3.023613502214197
Ta,N,721,2.1587707076357403,0.2714835141923912,1.7731400232167227,4.199524643256662
Ta,O,273,2.107480718354977,0.25003141993799477,1.741463992703553,3.3117205958012224
Ta,P,70,2.670908836357403,0.16222280245962273,2.450276394984247,3.481206696643134
Ta,S,73,2.5489545930256923,0.17117531573768832,2.179974422847433,2.957201885909381
Ta,Se,4,2.7800472872301825,0.29038291702532815,2.368475763459276,3.041802632214654
Ta,Si,4,2.705916368966363,0.05342586915711143,2.64203746789632,2.765636289924979
Tc,As,6,2.502712126974971,0.015147306311727234,2.49292406113664,2.522267427413279
Tc,B,5,2.463969866253227,0.25114151687209607,2.318348619142945,2.9104946646802152
Tc,Br,11,2.5929167118069767,0.03347080484848843,2.523307310116229,2.634249526569
Tc,C,184,2.2447232585236905,0.5977051165740886,1.8718832959231193,5.834951740929053
Tc,Cl,89,2.4346172907531245,0.18701622535718163,2.292994035975018,4.055741890449884
Tc,F,1,1.9831030007916883,,1.9831030007916883,1.9831030007916883
Tc,H,3,1.918953659104458,0.04277754097558727,1.8941991475642153,1.968348864989639
Tc,N,349,2.112212450057186,0.29174230894601655,1.6159670234515928,3.2041027174048273
Tc,O,279,2.3755602300145693,0.6365295130238832,1.6448662969527341,4.76810042644584
Tc,P,87,2.4083886723949,0.047780346775493705,2.2810421630322835,2.531977830693231
Tc,S,201,2.392892234250585,0.22411237865124625,2.201070610658822,3.601919468900714
Ti,As,12,2.7625637749488248,0.13587630824827573,2.646189326249352,3.16892712495144
Ti,B,26,2.4811361878429397,0.2716481195935191,2.1462544477263172,3.405663030266353
Ti,Br,81,2.4810137175374685,0.166902431990027,2.354849524971394,3.7758332559649666
Ti,C,10362,2.429214960454119,0.23535961365592373,1.972741524295821,4.4469453741329
Ti,Cl,2197,2.289619802660606,0.06285254753069182,2.192105326939835,4.015071094446772
Ti,F,91,1.8740843668584863,0.22122879744159743,1.7640081567030805,3.0616495648832833
Ti,H,22,1.9774823397390706,0.20788263744535826,1.7027445470125577,2.305646640212242
Ti,I,26,2.701596769436612,0.059696982835716283,2.6008054199161075,2.7660827576782663
